cluster1,cluster2,rmsd
clusters/cluster-2.xyz,clusters/cluster-94.xyz,4.984340049062532
clusters/cluster-2.xyz,clusters/cluster-95.xyz,4.754044134471726
clusters/cluster-2.xyz,clusters/cluster-96.xyz,4.114831663638394
clusters/cluster-2.xyz,clusters/cluster-97.xyz,4.61847685436392
clusters/cluster-2.xyz,clusters/cluster-98.xyz,5.046368771617488
clusters/cluster-3.xyz,clusters/cluster-0.xyz,5.510079580050847
clusters/cluster-3.xyz,clusters/cluster-1.xyz,4.434330460489596
clusters/cluster-3.xyz,clusters/cluster-2.xyz,4.868454075641673
clusters/cluster-3.xyz,clusters/cluster-4.xyz,4.588490923022025
clusters/cluster-3.xyz,clusters/cluster-5.xyz,4.454902502258408
clusters/cluster-3.xyz,clusters/cluster-6.xyz,5.172447923298293
clusters/cluster-3.xyz,clusters/cluster-7.xyz,5.204260881348505
clusters/cluster-3.xyz,clusters/cluster-8.xyz,5.0900732409824965
clusters/cluster-3.xyz,clusters/cluster-9.xyz,4.933834887660222
clusters/cluster-3.xyz,clusters/cluster-10.xyz,4.5950679382513435
clusters/cluster-3.xyz,clusters/cluster-11.xyz,4.768067676529203
clusters/cluster-3.xyz,clusters/cluster-12.xyz,5.002142395238017
clusters/cluster-3.xyz,clusters/cluster-13.xyz,4.749613883434493
clusters/cluster-3.xyz,clusters/cluster-14.xyz,5.29934947026356
clusters/cluster-3.xyz,clusters/cluster-15.xyz,5.133136527658844
clusters/cluster-3.xyz,clusters/cluster-16.xyz,4.911213905035728
clusters/cluster-3.xyz,clusters/cluster-17.xyz,4.355542581927382
clusters/cluster-3.xyz,clusters/cluster-18.xyz,4.905399862837384
clusters/cluster-3.xyz,clusters/cluster-19.xyz,4.8407206486199925
clusters/cluster-3.xyz,clusters/cluster-20.xyz,4.552805237190212
clusters/cluster-3.xyz,clusters/cluster-21.xyz,5.107664609432577
clusters/cluster-3.xyz,clusters/cluster-22.xyz,4.050418554535407
clusters/cluster-3.xyz,clusters/cluster-23.xyz,4.6152112034063775
clusters/cluster-3.xyz,clusters/cluster-24.xyz,4.368517774568973
clusters/cluster-3.xyz,clusters/cluster-25.xyz,4.756338085445041
clusters/cluster-3.xyz,clusters/cluster-26.xyz,4.563793442351364
clusters/cluster-3.xyz,clusters/cluster-27.xyz,4.060379218110393
clusters/cluster-3.xyz,clusters/cluster-28.xyz,4.637671503365869
clusters/cluster-3.xyz,clusters/cluster-29.xyz,4.272592904911093
clusters/cluster-3.xyz,clusters/cluster-30.xyz,4.7726150009674955
clusters/cluster-3.xyz,clusters/cluster-31.xyz,4.601923339982548
clusters/cluster-3.xyz,clusters/cluster-32.xyz,5.446219736430303
clusters/cluster-3.xyz,clusters/cluster-33.xyz,4.649554679960737
clusters/cluster-3.xyz,clusters/cluster-34.xyz,5.252481293608769
clusters/cluster-3.xyz,clusters/cluster-35.xyz,4.877609364720658
clusters/cluster-3.xyz,clusters/cluster-36.xyz,4.207487786320293
clusters/cluster-3.xyz,clusters/cluster-37.xyz,5.071792142262662
clusters/cluster-3.xyz,clusters/cluster-38.xyz,5.018081899214163
clusters/cluster-3.xyz,clusters/cluster-39.xyz,4.0575851293585945
clusters/cluster-3.xyz,clusters/cluster-40.xyz,5.04146466795167
clusters/cluster-3.xyz,clusters/cluster-41.xyz,4.828872025135271
clusters/cluster-3.xyz,clusters/cluster-42.xyz,5.466736476328352
clusters/cluster-3.xyz,clusters/cluster-43.xyz,5.604965906748771
clusters/cluster-3.xyz,clusters/cluster-44.xyz,5.473218510927552
clusters/cluster-3.xyz,clusters/cluster-45.xyz,5.0623290035262665
clusters/cluster-3.xyz,clusters/cluster-46.xyz,5.221455663805173
clusters/cluster-3.xyz,clusters/cluster-47.xyz,5.041191915756452
clusters/cluster-3.xyz,clusters/cluster-48.xyz,4.919002263778792
clusters/cluster-3.xyz,clusters/cluster-49.xyz,4.6411053269287095
clusters/cluster-3.xyz,clusters/cluster-50.xyz,4.559814269971653
clusters/cluster-3.xyz,clusters/cluster-51.xyz,4.552094506760586
clusters/cluster-3.xyz,clusters/cluster-52.xyz,5.222704439842246
clusters/cluster-3.xyz,clusters/cluster-53.xyz,4.82324718045045
clusters/cluster-3.xyz,clusters/cluster-54.xyz,5.6275198049635256
clusters/cluster-3.xyz,clusters/cluster-55.xyz,4.701297007105477
clusters/cluster-3.xyz,clusters/cluster-56.xyz,5.291156689936729
clusters/cluster-3.xyz,clusters/cluster-57.xyz,5.026916690953691
clusters/cluster-3.xyz,clusters/cluster-58.xyz,5.0465897227723415
clusters/cluster-3.xyz,clusters/cluster-59.xyz,4.571100172927334
clusters/cluster-3.xyz,clusters/cluster-60.xyz,4.762476561824804
clusters/cluster-3.xyz,clusters/cluster-61.xyz,4.5482507701825705
clusters/cluster-3.xyz,clusters/cluster-62.xyz,5.213317555316339
clusters/cluster-3.xyz,clusters/cluster-63.xyz,4.912384112353406
clusters/cluster-3.xyz,clusters/cluster-64.xyz,4.841097091451774
clusters/cluster-3.xyz,clusters/cluster-65.xyz,4.056215749944805
clusters/cluster-3.xyz,clusters/cluster-66.xyz,5.27427153882344
clusters/cluster-3.xyz,clusters/cluster-67.xyz,5.090098716019257
clusters/cluster-3.xyz,clusters/cluster-68.xyz,5.153217558734879
clusters/cluster-3.xyz,clusters/cluster-69.xyz,4.685567552756839
clusters/cluster-3.xyz,clusters/cluster-70.xyz,4.627848411327095
clusters/cluster-3.xyz,clusters/cluster-71.xyz,4.645418760258419
clusters/cluster-3.xyz,clusters/cluster-72.xyz,4.903062482783191
clusters/cluster-3.xyz,clusters/cluster-73.xyz,4.3796599630185735
clusters/cluster-3.xyz,clusters/cluster-74.xyz,4.394698209520326
clusters/cluster-3.xyz,clusters/cluster-75.xyz,4.847962888184446
clusters/cluster-3.xyz,clusters/cluster-76.xyz,4.686014973889717
clusters/cluster-3.xyz,clusters/cluster-77.xyz,5.114976899065946
clusters/cluster-3.xyz,clusters/cluster-78.xyz,5.493849778538042
clusters/cluster-3.xyz,clusters/cluster-79.xyz,4.765228331397985
clusters/cluster-3.xyz,clusters/cluster-80.xyz,4.865608397535888
clusters/cluster-3.xyz,clusters/cluster-81.xyz,4.365529798456135
clusters/cluster-3.xyz,clusters/cluster-82.xyz,5.114351999959305
clusters/cluster-3.xyz,clusters/cluster-83.xyz,5.5190416621450895
clusters/cluster-3.xyz,clusters/cluster-84.xyz,4.997174931143173
clusters/cluster-3.xyz,clusters/cluster-85.xyz,5.1162704402876455
clusters/cluster-3.xyz,clusters/cluster-86.xyz,4.779023062147467
clusters/cluster-3.xyz,clusters/cluster-87.xyz,4.571840722759579
clusters/cluster-3.xyz,clusters/cluster-88.xyz,4.665118131752442
clusters/cluster-3.xyz,clusters/cluster-89.xyz,4.8655031428834485
clusters/cluster-3.xyz,clusters/cluster-90.xyz,5.4119006029896015
clusters/cluster-3.xyz,clusters/cluster-91.xyz,4.840026385062971
clusters/cluster-3.xyz,clusters/cluster-92.xyz,4.474701004070713
